Product.ID,Product.UID,Product.Name,ProductType.ID,User.ID,User.Company,Product.StatusID,Product.SKU,Product.Description,Product.WDescription,Product.InfoURL,Product.FilePath,Product.ImagePath,Support.Mail,Support.Phone,Support.URL,Product.SKUID,Product.CreateDate,Product.ModifyDate,Product.Price,Product.Hide,Product.Bundles,UserCategory.Name,UserCategory.ID,
"25375","26029","PDF Architect 7 Maintenance Plan (STD Package)","3","1001837","LULU Software (7270356 Canada inc)","1","","Get Next Version Update and Priority VIP Technical Support for 12 months.","","http://sodapdf.com","/1001837/5711351d-49c1-4ba1-a897-696f010c5d2d_architect_12m_maintenance_online_copy.pdf","/1001837/58ee703e-0d68-4035-aefc-a3ae76a73768.jpg","solutions@pdfarchitect.org","","http://www.sodapdf.com/support.aspx","778","3/4/2019 4:08:43 PM","3/4/2019 4:10:57 PM","20.7000","False","","PDF Architect X-Sells","162",
"25374","26028","PDF Architect 7 Maintenance Plan (PRO+OCR Package)","3","1001837","LULU Software (7270356 Canada inc)","1","","Get Next Version Update and Priority VIP Technical Support for 12 months.","","http://sodapdf.com","/1001837/5711351d-49c1-4ba1-a897-696f010c5d2d_architect_12m_maintenance_online_copy.pdf","/1001837/58ee703e-0d68-4035-aefc-a3ae76a73768.jpg","solutions@pdfarchitect.org","","http://www.sodapdf.com/support.aspx","777","3/4/2019 3:51:10 PM","3/4/2019 3:51:10 PM","41.7000","False","","PDF Architect X-Sells","162",
"25373","26027","PDF Architect 7 Maintenance Plan (PRO Package)","3","1001837","LULU Software (7270356 Canada inc)","1","","Get Next Version Update and Priority VIP Technical Support for 12 months.","","http://sodapdf.com","/1001837/5711351d-49c1-4ba1-a897-696f010c5d2d_architect_12m_maintenance_online_copy.pdf","/1001837/58ee703e-0d68-4035-aefc-a3ae76a73768.jpg","solutions@pdfarchitect.org","","http://www.sodapdf.com/support.aspx","776","3/4/2019 3:41:46 PM","3/4/2019 3:41:46 PM","32.7000","False","","PDF Architect X-Sells","162",
"25372","26026","PDF Architect 7 Standard Edition","2","1001837","LULU Software (7270356 Canada inc)","1","","All the essential features to create PDFs, convert to formats such as Word and Excel, edit the content of your files, and insert page elements.
","","http://www.pdfarchitect.org","","/1001837/db9f970b-2162-4cf9-ba8d-063fe11c948d.jpg","customersupport@upclick.com","","http://support.pdfarchitect.org","775","3/4/2019 2:00:28 PM","4/30/2019 10:29:38 AM","69.0000","False","","PDF Architect 7","296",
"25371","26025","PDF Architect 7 Professional Edition","2","1001837","LULU Software (7270356 Canada inc)","1","","All the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, and secure your PDFs.
","","http://www.pdfarchitect.org","","/1001837/336cc89f-ef32-4afb-a8ad-79cce256ad28.jpg","customersupport@upclick.com","","http://support.pdfarchitect.org","774","3/4/2019 1:59:40 PM","5/16/2019 3:50:20 PM","109.0000","False","","PDF Architect 7","296",
"25370","26024","PDF Architect 7 Pro + OCR Edition","2","1001837","LULU Software (7270356 Canada inc)","1","","Our most advanced and comprehensive PDF plan, with all the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, secure your PDFs, and use OCR.
","","http://www.pdfarchitect.org","","/1001837/3056c34b-f916-4c23-81b7-783a84f52b63.jpg","customersupport@upclick.com","","http://support.pdfarchitect.org","773","3/4/2019 1:58:30 PM","4/30/2019 10:29:30 AM","139.0000","False","","PDF Architect 7","296",
"25264","25918","Soda PDF 11 Business Maintenance","3","1001837","LULU Software (7270356 Canada inc)","1","","Get a FREE upgrade to the next version of Soda PDF as well as access to our Priority Technical Support for 12 months
","","http://sodapdf.com","/1001837/81f70281-1072-4506-aebb-90a292368988_soda-maintenance-program.pdf","/1001837/fea7d029-20c8-4504-bd60-3cc5c742aebf.jpg","vipsupport@sodapdf.com","","http://www.sodapdf.com/support.aspx","771","1/16/2019 3:07:55 PM","1/16/2019 3:07:55 PM","60.0000","False","","Soda PDF General X-Sells","140",
"25263","25917","Soda PDF 11 Premium Maintenance","3","1001837","LULU Software (7270356 Canada inc)","1","","Get a FREE upgrade to the next version of Soda PDF as well as access to our Priority Technical Support for 12 months
","","http://sodapdf.com","/1001837/81f70281-1072-4506-aebb-90a292368988_soda-maintenance-program.pdf","/1001837/fea7d029-20c8-4504-bd60-3cc5c742aebf.jpg","vipsupport@sodapdf.com","","http://www.sodapdf.com/support.aspx","770","1/16/2019 2:59:19 PM","1/16/2019 2:59:19 PM","55.6000","False","","Soda PDF General X-Sells","140",
"25261","25915","Soda PDF 11 - Home","2","1001837","LULU Software (7270356 Canada inc)","1","","All the essential features you need to create PDFs, convert to formats such as Word and Excel, edit the content of your files, insert page elements, and review and annotate your work.
","In order to unlock your Soda PDF product, you will need to create a password for your account and log in via the application. You will receive another email shortly at the email address you used during purchase with details on how to create your password and use your product. In the meantime, you can download the application via the download link below.
","","","/1001837/4c92c836-d5c2-4a42-a8a8-04c36ab76ccc.jpg","info@sodapdf.com","","","769","1/15/2019 2:14:38 PM","2/5/2019 9:12:53 AM","79.0000","False","","Soda PDF Anywhere","225",
"25260","25914","Soda PDF 11 Home Maintenance","1","1001837","LULU Software (7270356 Canada inc)","1","","Get a FREE upgrade to the next version of Soda PDF as well as access to our Priority Technical Support for 12 months.
","","http://sodapdf.com","/1001837/7a0a3afe-9158-40c6-a1a6-b6780ae6a47e_soda-maintenance-program.pdf","/1001837/97733f51-15be-41ae-99bd-49d26203086c.jpg","vipsupport@sodapdf.com","","http://www.sodapdf.com/support.aspx","768","1/15/2019 1:47:28 PM","1/15/2019 1:50:47 PM","31.6000","False","","Soda PDF General X-Sells","140",
"25258","25912","Upgrade to Soda PDF 11 - Premium","2","1001837","LULU Software (7270356 Canada inc)","1","","All the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, secure your PDFs.
","Please <a href="https://www.sodapdf.com/account/login/"> create an account or sign in</a> with the email you entered during your purchase to unlock your Soda PDF product. You will receive another email shortly with details on how to use and manage your product.
","","","/1001837/7b42b2e8-b0fb-4e4f-a75d-3c4f56280e6b.jpg","info@sodapdf.com","","","766","1/15/2019 1:32:03 PM","2/5/2019 9:13:54 AM","129.0000","False","","Soda PDF Anywhere","225",
"25257","25911","Soda PDF 11 Business (License Key)","2","1001837","LULU Software (7270356 Canada inc)","1","","Our most advanced and comprehensive PDF plan, with all the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, secure your PDFs, and use OCR.","<br/><b><a href="https://sodapdf.com/business/deployment/?type=license">See deployment options</a></b><br/>

","","","/1001837/b9c96533-b597-4228-8f15-765fa694c561.jpg","info@sodapdf.com","","","765","1/15/2019 1:28:43 PM","2/5/2019 9:15:16 AM","120.0000","False","","Soda PDF Anywhere","225",
"25256","25910","Soda PDF 11 - OCR Advanced (License Key)","2","1001837","LULU Software (7270356 Canada inc)","1","","The Optical Character Recognition feature allows you to transform any PDF file, scanned document and image into a fully editable and searchable file.","<br/><b><a href="https://sodapdf.com/business/deployment/?type=license">See deployment options</a></b><br/>

","","","/1001837/f8c5cf8f-ec3a-47c8-b322-1bb9f111b048.png","info@sodapdf.com","","","764","1/15/2019 1:26:20 PM","2/5/2019 9:15:51 AM","40.0000","False","","Soda PDF Anywhere","225",
"25255","25909","Soda PDF 11 - OCR Advanced","2","1001837","LULU Software (7270356 Canada inc)","1","","The Optical Character Recognition feature allows you to transform any PDF file, scanned document and image into a fully editable and searchable file.","In order to unlock your Soda PDF product, you will need to create a password for your account and log in via the application. You will receive another email shortly at the email address you used during purchase with details on how to create your password and use your product.
<br/><br/>
<b><a href="https://sodapdf.com/business/deployment/">See deployment options</a></b><br/><br/>","","","/1001837/f8c5cf8f-ec3a-47c8-b322-1bb9f111b048.png","info@sodapdf.com","","","763","1/15/2019 1:17:32 PM","2/5/2019 9:34:39 AM","40.0000","False","","Soda PDF Anywhere","225",
"25254","25908","Soda PDF 11 Business","2","1001837","LULU Software (7270356 Canada inc)","1","","Our most advanced and comprehensive PDF plan, with all the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, secure your PDFs, and use OCR.","In order to unlock your Soda PDF product, you will need to create a password for your account and log in via the application. You will receive another email shortly at the email address you used during purchase with details on how to create your password and use your product. In the meantime, you can download the application via the download link below. <br/><br/>
<b><a href="https://sodapdf.com/business/deployment/">See deployment options</a></b><br/><br/>","","","/1001837/5a8643a2-89c6-4457-917d-22d05b070edf.jpg","info@sodapdf.com","","","762","1/15/2019 12:01:55 PM","2/5/2019 9:24:35 AM","120.0000","False","","Soda PDF Anywhere","225",
"25253","25907","Soda PDF 11 - Premium","2","1001837","LULU Software (7270356 Canada inc)","1","","All the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, secure your PDFs.
","Please <a href="https://www.sodapdf.com/account/login/"> create an account or sign in</a> with the email you entered during your purchase to unlock your Soda PDF product. You will receive another email shortly with details on how to use and manage your product.
","","","/1001837/62569796-f244-4516-adab-43f2cd3080e2.jpg","info@sodapdf.com","","","761","1/15/2019 11:45:23 AM","2/5/2019 9:13:14 AM","129.0000","False","","Soda PDF Anywhere","225",
"25252","25906","Soda PDF 11 - Premium + OCR","2","1001837","LULU Software (7270356 Canada inc)","1","","All the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, and secure your PDFs.
","In order to unlock your Soda PDF product, you will need to create a password for your account and log in via the application. You will receive another email shortly at the email address you used during purchase with details on how to create your password and use your product. In the meantime, you can download the application via the download link below.
","","","/1001837/1d1eeda2-48ce-4e1e-a89d-2c344dc67163.jpg","info@sodapdf.com","","","760","1/15/2019 11:42:14 AM","2/5/2019 9:22:15 AM","159.0000","False","","Soda PDF Anywhere","225",
"25251","25905","Soda PDF 11 - Home + OCR","2","1001837","LULU Software (7270356 Canada inc)","1","","All the essential features to create PDFs, convert to formats such as Word and Excel, edit the content of your files, insert page elements, and review and annotate your work.
","In order to unlock your Soda PDF product, you will need to create a password for your account and log in via the application. You will receive another email shortly at the email address you used during purchase with details on how to create your password and use your product. In the meantime, you can download the application via the download link below.
","","","/1001837/c98a8e2d-925c-4ee8-a37c-bd9970f71b94.jpg","info@sodapdf.com","","","759","1/15/2019 11:27:39 AM","2/5/2019 9:21:45 AM","109.0000","False","","Soda PDF Anywhere","225",
"22186","22840","Soda PDF Business (License Key)","3","1001837","LULU Software (7270356 Canada inc)","1","","Our most advanced and comprehensive PDF plan, with all the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, secure your PDFs, and use OCR.
","<br/><b><a href="https://sodapdf.com/business/deployment/?type=license">See deployment options</a></b><br/>
","","/1001837/88722ea1-0dec-4a83-b896-7372c2d597d9_Soda_PDF_11_Installer.exe","/1001837/e82a10c2-94a6-4183-9c48-e380b512867e.jpg","info@sodapdf.com","","","758","10/3/2018 2:16:15 PM","1/18/2019 12:05:36 PM","60.0000","False","","Soda PDF Anywhere","225",
"22185","22839","Soda PDF 10 Business (License Key)","3","1001837","LULU Software (7270356 Canada inc)","1","","Our most advanced and comprehensive PDF plan, with all the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, secure your PDFs, and use OCR.","<br/><b><a href="https://sodapdf.com/business/deployment/?type=license">See deployment options</a></b><br/>

","","/1001837/70b80d13-a0a6-4602-96ea-fec05ef79d10_Soda_PDF_10_Installer_23.exe","/1001837/9ea50a15-d692-4dad-9ea9-7ddba53730e9.jpg","info@sodapdf.com","","","757","10/3/2018 2:15:41 PM","11/2/2018 2:20:59 PM","120.0000","False","","Soda PDF Anywhere","225",
"22184","22838","Soda PDF 10 - OCR Advanced (License Key)","3","1001837","LULU Software (7270356 Canada inc)","1","","The Optical Character Recognition feature allows you to transform any PDF file, scanned document and image into a fully editable and searchable file.","<br/><b><a href="https://sodapdf.com/business/deployment/?type=license">See deployment options</a></b><br/>

","","/1001837/f978af3e-5acf-49de-b0ab-f1c0b46c3085_Soda_PDF_10_Installer_23.exe","/1001837/f8c5cf8f-ec3a-47c8-b322-1bb9f111b048.png","info@sodapdf.com","","","756","10/3/2018 2:09:59 PM","11/2/2018 2:16:54 PM","40.0000","False","","Soda PDF Anywhere","225",
"22183","22837","Soda PDF - OCR Advanced (License Key)","2","1001837","LULU Software (7270356 Canada inc)","1","","The Optical Character Recognition feature allows you to transform any PDF file, scanned document and image into a fully editable and searchable file.","<br/><b><a href="https://sodapdf.com/business/deployment/?type=license">See deployment options</a></b><br/>

","","","/1001837/f8c5cf8f-ec3a-47c8-b322-1bb9f111b048.png","info@sodapdf.com","","","755","10/3/2018 2:06:32 PM","2/5/2019 9:33:24 AM","20.0000","False","","Soda PDF Anywhere","225",
"20640","21294","Soda PDF 10 Business Maintenance","3","1001837","LULU Software (7270356 Canada inc)","1","","Get a FREE upgrade to the next version of Soda PDF as well as access to our Priority Technical Support for 12 months
","","http://sodapdf.com","/1001837/81f70281-1072-4506-aebb-90a292368988_soda-maintenance-program.pdf","/1001837/fea7d029-20c8-4504-bd60-3cc5c742aebf.jpg","vipsupport@sodapdf.com","","http://www.sodapdf.com/support.aspx","754","9/20/2018 1:37:53 PM","10/10/2018 9:06:20 AM","60.0000","False","","Soda PDF General X-Sells","140",
"20602","21256","Soda PDF 10 - OCR Advanced","2","1001837","LULU Software (7270356 Canada inc)","1","","The Optical Character Recognition feature allows you to transform any PDF file, scanned document and image into a fully editable and searchable file.","In order to unlock your Soda PDF product, you will need to create a password for your account and log in via the application. You will receive another email shortly at the email address you used during purchase with details on how to create your password and use your product.
<br/><br/>
<b><a href="https://sodapdf.com/business/deployment/">See deployment options</a></b><br/><br/>","","","/1001837/f8c5cf8f-ec3a-47c8-b322-1bb9f111b048.png","info@sodapdf.com","","","753","8/29/2018 1:55:18 PM","11/2/2018 2:15:45 PM","40.0000","False","","Soda PDF Anywhere","225",
"20541","21195","Soda PDF 10 Business","2","1001837","LULU Software (7270356 Canada inc)","1","","Our most advanced and comprehensive PDF plan, with all the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, secure your PDFs, and use OCR.","In order to unlock your Soda PDF product, you will need to create a password for your account and log in via the application. You will receive another email shortly at the email address you used during purchase with details on how to create your password and use your product. In the meantime, you can download the application via the download link below. <br/><br/>
<b><a href="https://sodapdf.com/business/deployment/">See deployment options</a></b><br/><br/>","","","/1001837/1847a00e-d04d-4d8e-9fb3-4dcf9b408292.jpg","info@sodapdf.com","","","752","7/31/2018 10:28:16 AM","1/16/2019 1:35:38 PM","120.0000","False","","Soda PDF Anywhere","225",
"20540","21194","Soda PDF Business","2","1001837","LULU Software (7270356 Canada inc)","1","","Our most advanced and comprehensive PDF plan, with all the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, secure your PDFs, and use OCR. You can also access
 most features online, through any web browser.","In order to unlock your Soda PDF product, you will need to create a password for your account and log in via the application. You will receive another email shortly at the email address you used during purchase with details on how to create your password and use your product. In the meantime, you can download the application via the download link below.

<br/><br/>
<b><a href="https://sodapdf.com/business/deployment/">See deployment options</a></b><br/><br/>","","","/1001837/6c6746f4-4d11-4a27-8bb3-82a8bb813e96.jpg","info@sodapdf.com","","","751","7/31/2018 10:27:29 AM","1/18/2019 12:09:02 PM","60.0000","False","","Soda PDF Anywhere","225",
"20539","21193","PDF Split One-Time Transaction","2","1001837","LULU Software (7270356 Canada inc)","1","","Access your file immediately after successful payment.","","","","/1001837/f66c7672-1b3b-43eb-bd8b-f7f38377ab57.png","info@sodapdf.com","","","750","7/31/2018 10:15:48 AM","8/20/2018 9:11:37 AM","5.0000","False","","Default","",
"20538","21192","PDF Merge One-Time Transaction","2","1001837","LULU Software (7270356 Canada inc)","1","","Access your file immediately after successful payment.","","","","/1001837/f66c7672-1b3b-43eb-bd8b-f7f38377ab57.png","info@sodapdf.com","","","749","7/31/2018 10:13:56 AM","9/20/2018 10:06:46 AM","3.0000","False","","Default","",
"20527","21181","Soda E-Sign One-Time Transaction","2","1001837","LULU Software (7270356 Canada inc)","1","","Access your file immediately after successful payment.","","","","/1001837/f66c7672-1b3b-43eb-bd8b-f7f38377ab57.png","info@sodapdf.com","","","748","7/23/2018 9:38:13 AM","8/30/2018 4:15:31 PM","5.0000","False","","Default","",
"20468","21122","One-Time Transaction","2","1001837","LULU Software (7270356 Canada inc)","1","","Access your file immediately after successful payment.","","","","/1001837/f66c7672-1b3b-43eb-bd8b-f7f38377ab57.png","info@sodapdf.com","","","747","6/19/2018 2:21:14 PM","6/21/2018 7:57:11 AM","5.0000","False","","Default","",
"20275","20929","PDF Architect Extended Purchase Protection","1","1001837","LULU Software (7270356 Canada inc)","1","","Guarantee your satisfaction with our Extended Purchase Protection service which includes: A 90-day satisfaction period from the date of purchase, and access to our support team.","","http://www.lulusoftware.com","/1001837/fb98bdcf-9701-4057-afd3-888446a8e10c_extended_purchase_protection_certificate_1.pdf","/1001837/cfe6e4e1-e84b-4cce-9338-9b4b63a4d596.png","info@lulusoftware.com","","","742","4/23/2018 3:47:43 PM","9/21/2018 2:56:26 PM","14.9500","False","","PDF Architect X-Sells","162",
"20274","20928","PDF Architect Premium Protection Package","1","1001837","LULU Software (7270356 Canada inc)","1","","Get full coverage when it comes to protecting your product! Extend your satisfaction period to 90 days, get VIP access to our support team, assign your license to multiple devices, and ensure your downloaded product is always available, no matter what!","","http://www.lulusoftware.com","/1001837/047529bb-182d-4a96-9781-b8c279d8e4c7_premium_protection_package_certificate_1.pdf","/1001837/59fe1d4a-4bb4-435a-af20-a88fbac1fe9d.png","info@lulusoftware.com","","","741","4/23/2018 3:40:25 PM","4/23/2018 3:40:25 PM","39.9500","False","","PDF Architect X-Sells","162",
"20058","20712","PDFsam Enhanced 5 - OCR Add-on","3","1001837","LULU Software (7270356 Canada inc)","1","","Transform any PDF file, image, or scanned document into a fully editable file with our advanced Optical Character Recognition feature.
","","","/1001837/e95a19e3-bf98-4485-926f-c913e01b11d2_PDFsam_Enhanced_Installer.exe","/1001837/2a71d6af-777b-43d8-b8e9-32640ce0bdfc.png","customersupport@upclick.com","","http://www.sodapdf.com/support.aspx","739","2/1/2018 11:08:33 AM","3/21/2018 9:15:40 AM","30.0000","False","","PDFSam 5","288",
"20056","20710","PDFsam Enhanced 5 - Convert Module","3","1001837","LULU Software (7270356 Canada inc)","1","","Use our powerful conversion module to convert your documents with accuracy and without loss of information.
","","","/1001837/b41022a5-9e8b-4e09-9f38-02058c795dd5_PDFsam_Enhanced_Installer_1.exe","/1001837/bb0967af-8998-46b5-9854-587734edf371.png","customersupport@upclick.com","","http://www.sodapdf.com/support.aspx","738","2/1/2018 10:59:40 AM","3/21/2018 9:24:40 AM","19.0000","False","","PDFSam 5","288",
